Linux 7.0.0-31-generic (ausitn-garcia-ROG-Zephyrus-G14-GA402XV-GA402XV) 	09/18/26 	_x86_64_	(16 CPU)

21:54:52     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
21:55:57      10    2.24    0.00    0.61    0.00    0.00    0.20    0.00    0.00    0.00   96.95
21:55:57      11    2.23    0.00    0.81    0.00    0.00    0.20    0.00    0.00    0.00   96.76
21:55:57      12    2.02    0.00    0.60    0.00    0.00    0.20    0.00    0.00    0.00   97.18
21:55:57      13    3.22    0.00    0.60    0.00    0.00    0.20    0.00    0.00    0.00   95.98
21:55:57      14    1.83    0.00    0.81    0.00    0.00    0.41    0.00    0.00    0.00   96.96
21:55:57      15    2.41    0.00    0.80    0.00    0.00    0.40    0.00    0.00    0.00   96.38

21:55:57     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
21:56:02     all    4.57    0.00    1.67    0.16    0.00    0.61    0.00    0.00    0.00   92.99
21:56:02       0    3.09    0.00    1.55    0.39    0.00    5.03    0.00    0.00    0.00   89.94
21:56:02       1    2.61    0.00    1.60    0.80    0.00    1.60    0.00    0.00    0.00   93.39
21:56:02       2    3.22    0.00    1.81    0.00    0.00    0.40    0.00    0.00    0.00   94.57
21:56:02       3    8.22    0.00    2.61    0.00    0.00    0.20    0.00    0.00    0.00   88.98
21:56:02       4    6.40    0.00    1.80    0.40    0.00    0.20    0.00    0.00    0.00   91.20
21:56:02       5    8.80    0.00    1.80    0.00    0.00    0.20    0.00    0.00    0.00   89.20
21:56:02       6    5.21    0.00    2.20    0.00    0.00    0.40    0.00    0.00    0.00   92.18
21:56:02       7    7.01    0.00    2.00    0.00    0.00    0.40    0.00    0.00    0.00   90.58
21:56:02       8    2.62    0.00    1.21    0.00    0.00    0.20    0.00    0.00    0.00   95.98
21:56:02       9    2.42    0.00    1.21    0.00    0.00    0.20    0.00    0.00    0.00   96.16
21:56:02      10    3.07    0.00    1.43    0.00    0.00    0.00    0.00    0.00    0.00   95.50
21:56:02      11    4.83    0.00    1.61    0.00    0.00    0.20    0.00    0.00    0.00   93.36
21:56:02      12    3.23    0.00    1.62    0.00    0.00    0.20    0.00    0.00    0.00   94.95
21:56:02      13    6.07    0.00    1.62    0.00    0.00    0.00    0.00    0.00    0.00   92.31
21:56:02      14    2.82    0.00    1.41    0.00    0.00    0.20    0.00    0.00    0.00   95.56
21:56:02      15    3.43    0.00    1.21    1.01    0.00    0.20    0.00    0.00    0.00   94.15

21:56:02     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
21:56:07     all    3.74    0.00    0.95    0.06    0.00    0.61    0.00    0.00    0.00   94.63
21:56:07       0    2.50    0.00    0.77    0.19    0.00    5.58    0.00    0.00    0.00   90.96
21:56:07       1    2.22    0.00    1.01    0.00    0.00    1.21    0.00    0.00    0.00   95.56
21:56:07       2    2.83    0.00    1.01    0.00    0.00    0.20    0.00    0.00    0.00   95.95
21:56:07       3   10.47    0.00    1.98    0.00    0.00    0.59    0.00    0.00    0.00   86.96
21:56:07       4    5.03    0.00    1.01    0.20    0.00    0.20    0.00    0.00    0.00   93.56
21:56:07       5    7.95    0.00    1.39    0.00    0.00    0.20    0.00    0.00    0.00   90.46
21:56:07       6    3.44    0.00    1.21    0.00    0.00    0.00    0.00    0.00    0.00   95.34
21:56:07       7    5.59    0.00    1.20    0.00    0.00    0.20    0.00    0.00    0.00   93.01
21:56:07       8    1.81    0.00    0.80    0.00    0.00    0.20    0.00    0.00    0.00   97.19
21:56:07       9    1.61    0.00    0.60    0.20    0.00    0.00    0.00    0.00    0.00   97.59
21:56:07      10    1.84    0.00    0.61    0.00    0.00    0.20    0.00    0.00    0.00   97.35
21:56:07      11    2.22    0.00    1.01    0.00    0.00    0.20    0.00    0.00    0.00   96.57
21:56:07      12    3.22    0.00    1.01    0.00    0.00    0.20    0.00    0.00    0.00   95.57
21:56:07      13    4.43    0.00    0.60    0.00    0.00    0.40    0.00    0.00    0.00   94.57
21:56:07      14    1.62    0.00    0.61    0.00    0.00    0.20    0.00    0.00    0.00   97.57
21:56:07      15    2.83    0.00    0.40    0.40    0.00    0.00    0.00    0.00    0.00   96.36

